"psu","stratum","prov","n_households","mean_income","prob_selection","certainty","empirical_prob"
16610199000,"10105",1,4,9322.5,0.0191021967526266,FALSE,0.016
16610270000,"10109",1,8,7805,0.0382043935052531,FALSE,0.041
16610294000,"10108",1,5,26408,0.0238777459407832,FALSE,0.019
16610296000,"10111",1,7,18415.7142857143,0.0334288443170965,FALSE,0.03
16610342000,"10102",1,5,94902,0.0238777459407832,FALSE,0.018
16610371000,"10301",1,4,13436,0.0191021967526266,FALSE,0.023
16710022000,"10301",1,4,10533.5,0.0191021967526266,FALSE,0.018
16710049029,"10104",1,8,4306.125,0.0382043935052531,FALSE,0.04
16710051003,"10109",1,10,6035.3,0.0477554918815664,FALSE,0.043
16710060002,"10109",1,6,32025.5,0.0286532951289398,FALSE,0.032
16710061011,"10104",1,5,4507,0.0238777459407832,FALSE,0.024
16710123000,"10104",1,1,6000,0.00477554918815664,FALSE,0.006
16710146000,"10108",1,3,31321.6666666667,0.0143266475644699,FALSE,0.017
16710190000,"10104",1,7,1455757,0.0334288443170965,FALSE,0.036
16710196000,"10111",1,6,20222.5,0.0286532951289398,FALSE,0.029
16710204000,"10102",1,9,1146604,0.0429799426934097,FALSE,0.043
16810060000,"10101",1,7,13930,0.0334288443170965,FALSE,0.029
16810086000,"10108",1,6,38534.6666666667,0.0286532951289398,FALSE,0.031
16810093000,"10109",1,7,7775.28571428571,0.0334288443170965,FALSE,0.034
16810112000,"10109",1,7,30047,0.0334288443170965,FALSE,0.021
16810176000,"10108",1,1,3990,0.00477554918815664,FALSE,0.008
16810216000,"10106",1,4,14024,0.0191021967526266,FALSE,0.019
16910053000,"10101",1,6,21968,0.0286532951289398,FALSE,0.026
16910054000,"10101",1,9,15549.8888888889,0.0429799426934097,FALSE,0.043
16910064000,"10301",1,3,7350,0.0143266475644699,FALSE,0.007
16910128000,"10111",1,7,8101.71428571429,0.0334288443170965,FALSE,0.03
16910130000,"10107",1,8,29860.5,0.0382043935052531,FALSE,0.04
16910145000,"10105",1,9,13292.7777777778,0.0429799426934097,FALSE,0.049
17010036000,"10102",1,7,1452674.57142857,0.0334288443170965,FALSE,0.043
17010041000,"10103",1,7,15421.4285714286,0.0334288443170965,FALSE,0.039
17010064000,"10109",1,2,21250,0.00955109837631328,FALSE,0.011
17110122000,"10103",1,10,12275.7,0.0477554918815664,FALSE,0.042
17110126000,"10105",1,6,1672359.83333333,0.0286532951289398,FALSE,0.033
17110137000,"10301",1,6,13057.6666666667,0.0286532951289398,FALSE,0.035
17210002000,"10301",1,2,34490,0.00955109837631328,FALSE,0.013
17210065000,"10109",1,5,8656,0.0238777459407832,FALSE,0.025
17210112000,"10107",1,5,4013887.8,0.0238777459407832,FALSE,0.024
17310011000,"10104",1,5,10134,0.0238777459407832,FALSE,0.023
17410045000,"10106",1,5,7301.4,0.0238777459407832,FALSE,0.022
17410055000,"10103",1,8,6653.125,0.0382043935052531,FALSE,0.044
17510064000,"10301",1,2,500,0.00955109837631328,FALSE,0.006
17510099000,"10103",1,8,6417.25,0.0382043935052531,FALSE,0.042
17510122000,"10103",1,5,6834,0.0238777459407832,FALSE,0.021
17510156000,"10301",1,4,2511352.25,0.0191021967526266,FALSE,0.017
17510161000,"10103",1,4,2520239.75,0.0191021967526266,FALSE,0.015
17510162000,"10301",1,3,9999999,0.0143266475644699,FALSE,0.009
17610017000,"10107",1,12,844610.166666667,0.0573065902578797,FALSE,0.063
17610121000,"10109",1,6,3980.66666666667,0.0286532951289398,FALSE,0.024
17610184000,"10105",1,6,6886.66666666667,0.0286532951289398,FALSE,0.034
17610193000,"10109",1,5,4196,0.0238777459407832,FALSE,0.025
17610201000,"10107",1,7,4293023.85714286,0.0334288443170965,FALSE,0.03
17610298000,"10301",1,5,2004145.8,0.0238777459407832,FALSE,0.023
17710023000,"10105",1,4,9327.5,0.0191021967526266,FALSE,0.02
17710027000,"10105",1,7,7166,0.0334288443170965,FALSE,0.027
17710065000,"10109",1,11,7160.09090909091,0.052531041069723,FALSE,0.058
17710129000,"10103",1,7,9968.57142857143,0.0334288443170965,FALSE,0.031
17710171000,"10105",1,6,9563.33333333333,0.0286532951289398,FALSE,0.028
17710202000,"10105",1,6,10363.3333333333,0.0286532951289398,FALSE,0.031
17710233000,"10102",1,3,75000,0.0143266475644699,FALSE,0.014
17710299000,"10102",1,7,34000,0.0334288443170965,FALSE,0.045
17710320000,"10107",1,6,11520,0.0286532951289398,FALSE,0.029
17710367000,"10103",1,7,6424.28571428571,0.0334288443170965,FALSE,0.03
17810007000,"10106",1,6,4603.33333333333,0.0286532951289398,FALSE,0.025
17810010000,"10301",1,2,17128.5,0.00955109837631328,FALSE,0.011
17810016000,"10106",1,5,2928,0.0238777459407832,FALSE,0.031
17810055000,"10107",1,10,27802,0.0477554918815664,FALSE,0.047
17810058000,"10102",1,5,8734.4,0.0238777459407832,FALSE,0.025
17810070000,"10105",1,8,6928.75,0.0382043935052531,FALSE,0.05
17810147000,"10301",1,7,2859496.85714286,0.0334288443170965,FALSE,0.03
17910049019,"10104",1,6,6576.66666666667,0.0286532951289398,FALSE,0.027
17910091000,"10104",1,6,9664.83333333333,0.0286532951289398,FALSE,0.03
17920070000,"10301",1,1,38704,0.00477554918815664,FALSE,0.003
18010074000,"10108",1,4,7795,0.0191021967526266,FALSE,0.016
18010105000,"10109",1,12,10385.0833333333,0.0573065902578797,FALSE,0.067
18010146000,"10102",1,3,16554,0.0143266475644699,FALSE,0.01
18210003000,"10301",1,1,9999999,0.00477554918815664,FALSE,0.005
18210052000,"10106",1,5,8488,0.0238777459407832,FALSE,0.022
18310081000,"10102",1,8,1269688.5,0.0382043935052531,FALSE,0.04
19910042000,"11113",1,8,1254269.375,0.0382043935052531,FALSE,0.033
19910158000,"11103",1,3,3349499.66666667,0.0143266475644699,FALSE,0.017
19910166000,"11113",1,8,6543.5,0.0382043935052531,FALSE,0.049
19910189000,"11107",1,4,2508805.5,0.0191021967526266,FALSE,0.019
19910214000,"11106",1,7,67747,0.0334288443170965,FALSE,0.034
19910256000,"11107",1,6,9186.66666666667,0.0286532951289398,FALSE,0.034
19910259000,"11107",1,9,9281.22222222222,0.0429799426934097,FALSE,0.045
19910266000,"11107",1,4,8549.75,0.0191021967526266,FALSE,0.013
19910312000,"11106",1,1,30000,0.00477554918815664,FALSE,0.007
19910370000,"11113",1,2,13681.5,0.00955109837631328,FALSE,0.008
19910384000,"11112",1,4,37895,0.0191021967526266,FALSE,0.018
19910429000,"11110",1,9,28334,0.0429799426934097,FALSE,0.042
19910515000,"11107",1,4,10985.5,0.0191021967526266,FALSE,0.027
19910557000,"11112",1,5,31244.4,0.0238777459407832,FALSE,0.021
19910583000,"11114",1,6,1749533,0.0286532951289398,FALSE,0.036
19910607000,"11114",1,4,2539409.5,0.0191021967526266,FALSE,0.021
19910611000,"11104",1,9,11232.2222222222,0.0429799426934097,FALSE,0.041
19910634000,"11106",1,9,1167700.22222222,0.0429799426934097,FALSE,0.032
19910694000,"11106",1,5,45463.8,0.0238777459407832,FALSE,0.024
19910699000,"11106",1,8,130608.625,0.0382043935052531,FALSE,0.035
19910713000,"11107",1,5,6192,0.0238777459407832,FALSE,0.017
19910732000,"11104",1,7,30453.2857142857,0.0334288443170965,FALSE,0.04
19910733000,"11113",1,7,10095.4285714286,0.0334288443170965,FALSE,0.035
19910774000,"11108",1,8,21148.125,0.0382043935052531,FALSE,0.046
19910819000,"11108",1,5,2031072,0.0238777459407832,FALSE,0.026
19910835000,"11103",1,7,28957.1428571429,0.0334288443170965,FALSE,0.04
19910937000,"11107",1,4,3314.75,0.0191021967526266,FALSE,0.016
19911014000,"11102",1,6,40028.8333333333,0.0286532951289398,FALSE,0.022
19911052000,"11108",1,9,48904.5555555556,0.0429799426934097,FALSE,0.047
19911100000,"11106",1,4,2545376.25,0.0191021967526266,FALSE,0.011
19911109000,"11108",1,7,20674,0.0334288443170965,FALSE,0.04
19911160000,"11108",1,8,19889,0.0382043935052531,FALSE,0.04
19911179000,"11102",1,7,24329.2857142857,0.0334288443170965,FALSE,0.035
19911204000,"11111",1,6,3166.66666666667,0.0286532951289398,FALSE,0.022
19911262000,"11104",1,7,10261,0.0334288443170965,FALSE,0.026
19911299000,"11104",1,7,6217.42857142857,0.0334288443170965,FALSE,0.035
19911340000,"11104",1,9,10519.3333333333,0.0429799426934097,FALSE,0.042
19911348000,"11104",1,8,14680.625,0.0382043935052531,FALSE,0.039
19911353000,"11104",1,7,7613.57142857143,0.0334288443170965,FALSE,0.031
19911401000,"11108",1,8,23095.875,0.0382043935052531,FALSE,0.051
19911458000,"11109",1,6,7970.33333333333,0.0286532951289398,FALSE,0.037
19911471000,"11109",1,4,17358.25,0.0191021967526266,FALSE,0.021
19911478000,"11105",1,10,14057.6,0.0477554918815664,FALSE,0.068
19911516000,"11109",1,6,9790,0.0286532951289398,FALSE,0.026
19911533000,"11109",1,9,6355.55555555556,0.0429799426934097,FALSE,0.04
19911567000,"11101",1,5,3302,0.0238777459407832,FALSE,0.015
19911573000,"11109",1,7,8440,0.0334288443170965,FALSE,0.039
19911593000,"11101",1,9,6564.77777777778,0.0429799426934097,FALSE,0.052
19911621000,"11109",1,5,7458.6,0.0238777459407832,FALSE,0.025
19911633000,"11105",1,6,4312,0.0286532951289398,FALSE,0.025
19911681000,"11109",1,4,2507084.75,0.0191021967526266,FALSE,0.014
19911720000,"11105",1,6,1671328,0.0286532951289398,FALSE,0.029
19911747000,"11113",1,6,6816.33333333333,0.0286532951289398,FALSE,0.029
19911753000,"11105",1,5,7878,0.0238777459407832,FALSE,0.019
19911765000,"11109",1,7,11122.4285714286,0.0334288443170965,FALSE,0.041
19911774000,"11101",1,6,7040,0.0286532951289398,FALSE,0.036
19911801000,"11113",1,6,1674811.5,0.0286532951289398,FALSE,0.032
19911813000,"11113",1,6,1684734.83333333,0.0286532951289398,FALSE,0.03
19911834000,"11109",1,6,6240,0.0286532951289398,FALSE,0.03
19911910000,"11112",1,3,85885.6666666667,0.0143266475644699,FALSE,0.011
19911978000,"11103",1,2,29467.5,0.00955109837631328,FALSE,0.005
19912012000,"11111",1,2,2695,0.00955109837631328,FALSE,0.008
19912038000,"11113",1,5,14803,0.0238777459407832,FALSE,0.027
19912039000,"11113",1,5,3503.2,0.0238777459407832,FALSE,0.021
19912048000,"11106",1,4,69000,0.0191021967526266,FALSE,0.022
19912072000,"11105",1,5,6870,0.0238777459407832,FALSE,0.016
19912142000,"11109",1,6,1673631,0.0286532951289398,FALSE,0.026
19912150000,"11109",1,6,9902,0.0286532951289398,FALSE,0.031
19912193021,"11101",1,4,5509.75,0.0191021967526266,FALSE,0.025
19912199000,"11114",1,8,74816.375,0.0382043935052531,FALSE,0.042
19912242000,"11106",1,3,3344450.33333333,0.0143266475644699,FALSE,0.014
19912288000,"11101",1,3,20354,0.0143266475644699,FALSE,0.016
19912305000,"11101",1,3,5386.33333333333,0.0143266475644699,FALSE,0.015
19912312000,"11105",1,1,9200,0.00477554918815664,FALSE,0.009
19912313000,"11105",1,1,9000,0.00477554918815664,FALSE,0.002
19912334000,"11109",1,4,7887.75,0.0191021967526266,FALSE,0.023
19912353000,"11111",1,5,8072.6,0.0238777459407832,FALSE,0.021
19912431000,"11104",1,3,20358,0.0143266475644699,FALSE,0.016
19912454000,"11102",1,8,39197.75,0.0382043935052531,FALSE,0.044
19912480000,"11106",1,6,36435.3333333333,0.0286532951289398,FALSE,0.019
19912489000,"11106",1,6,53021.6666666667,0.0286532951289398,FALSE,0.021
19912552000,"11108",1,8,29163,0.0382043935052531,FALSE,0.036
19912556000,"11108",1,7,24896.4285714286,0.0334288443170965,FALSE,0.036
19912560000,"11108",1,4,21165.25,0.0191021967526266,FALSE,0.024
19912570000,"11105",1,4,20201.25,0.0191021967526266,FALSE,0.02
19912600000,"11104",1,10,14363.1,0.0477554918815664,FALSE,0.047
19912604000,"11109",1,7,7485.42857142857,0.0334288443170965,FALSE,0.034
19912700000,"11109",1,7,4163.85714285714,0.0334288443170965,FALSE,0.046
19912821000,"11101",1,3,5566.66666666667,0.0143266475644699,FALSE,0.014
19912837000,"11101",1,9,6871.22222222222,0.0429799426934097,FALSE,0.054
19912906000,"11102",1,4,7846,0.0191021967526266,FALSE,0.015
19912914024,"11107",1,12,840816.333333333,0.0573065902578797,FALSE,0.065
19912915000,"11101",1,5,4670.8,0.0238777459407832,FALSE,0.022
19912940005,"11101",1,5,2639.2,0.0238777459407832,FALSE,0.019
19912998000,"11106",1,8,1356707.25,0.0382043935052531,FALSE,0.034
19913005000,"11106",1,4,92326,0.0191021967526266,FALSE,0.025
19913050000,"11109",1,5,8406.6,0.0238777459407832,FALSE,0.024
19913073000,"11109",1,6,2709.33333333333,0.0286532951289398,FALSE,0.03
19913112000,"11111",1,8,4483.875,0.0382043935052531,FALSE,0.036
19913124000,"11107",1,3,10396.6666666667,0.0143266475644699,FALSE,0.017
19913127000,"11111",1,10,8163.3,0.0477554918815664,FALSE,0.04
19913145000,"11101",1,14,10225.8571428571,0.0668576886341929,FALSE,0.071
19913159000,"11104",1,15,679282.8,0.0716332378223496,FALSE,0.082
19913163000,"11102",1,7,15007.1428571429,0.0334288443170965,FALSE,0.03
19913190000,"11103",1,4,24861.75,0.0191021967526266,FALSE,0.022
19913206000,"11102",1,4,48994.75,0.0191021967526266,FALSE,0.022
19913255000,"11102",1,5,5580.6,0.0238777459407832,FALSE,0.024
19913266000,"11102",1,6,23567.1666666667,0.0286532951289398,FALSE,0.02
19913322000,"11104",1,7,8939.71428571429,0.0334288443170965,FALSE,0.035
19913331000,"11107",1,3,5973.33333333333,0.0143266475644699,FALSE,0.015
19913342000,"11109",1,3,7526.66666666667,0.0143266475644699,FALSE,0.014
19913420000,"11109",1,6,4910.83333333333,0.0286532951289398,FALSE,0.025
19913471000,"11113",1,7,7766.14285714286,0.0334288443170965,FALSE,0.039
19913601000,"11107",1,4,4697.5,0.0191021967526266,FALSE,0.015
19913615000,"11105",1,3,20881.3333333333,0.0143266475644699,FALSE,0.014
19913627000,"11109",1,9,7711,0.0429799426934097,FALSE,0.041
19913636000,"11108",1,10,17036.6,0.0477554918815664,FALSE,0.048
19913655000,"11103",1,6,23834.3333333333,0.0286532951289398,FALSE,0.03
19913670000,"11107",1,4,10378.5,0.0191021967526266,FALSE,0.018
19913679000,"11107",1,3,12816.6666666667,0.0143266475644699,FALSE,0.016
19913704000,"11105",1,5,4384,0.0238777459407832,FALSE,0.026
19913745000,"11111",1,5,7060,0.0238777459407832,FALSE,0.023
19913752000,"11105",1,7,10367.1428571429,0.0334288443170965,FALSE,0.038
19913774000,"11104",1,6,17232,0.0286532951289398,FALSE,0.027
19913795000,"11104",1,8,32057.875,0.0382043935052531,FALSE,0.039
19913803000,"11104",1,7,19325.7142857143,0.0334288443170965,FALSE,0.032
19913822000,"11109",1,2,1720,0.00955109837631328,FALSE,0.01
19913846000,"11104",1,7,11224.2857142857,0.0334288443170965,FALSE,0.035
19913871000,"11104",1,5,17429,0.0238777459407832,FALSE,0.032
19913899000,"11104",1,4,23140,0.0191021967526266,FALSE,0.02
19913915000,"11103",1,4,31500,0.0191021967526266,FALSE,0.017
19913924000,"11114",1,6,51958.1666666667,0.0286532951289398,FALSE,0.029
19913929000,"11106",1,3,52188,0.0143266475644699,FALSE,0.013
19913940000,"11103",1,5,20111.6,0.0238777459407832,FALSE,0.019
19913977000,"11103",1,4,27245,0.0191021967526266,FALSE,0.017
19913978000,"11106",1,4,72000,0.0191021967526266,FALSE,0.022
19914004000,"11110",1,1,2470,0.00477554918815664,FALSE,0.003
19914019000,"11106",1,6,3378166.33333333,0.0286532951289398,FALSE,0.041
19914029000,"11113",1,7,1432134.14285714,0.0334288443170965,FALSE,0.03
19914031000,"11113",1,6,8021.83333333333,0.0286532951289398,FALSE,0.029
19914054000,"11108",1,11,21184.5454545455,0.052531041069723,FALSE,0.06
19914087000,"11107",1,8,9702.5,0.0382043935052531,FALSE,0.04
19914132000,"11109",1,7,5921.42857142857,0.0334288443170965,FALSE,0.027
19914133000,"11113",1,5,7190,0.0238777459407832,FALSE,0.025
19914149000,"11107",1,5,1550,0.0238777459407832,FALSE,0.02
19914172000,"11107",1,4,6241.5,0.0191021967526266,FALSE,0.02
19914195000,"11109",1,7,8912.42857142857,0.0334288443170965,FALSE,0.026
19914215000,"11109",1,6,15981.6666666667,0.0286532951289398,FALSE,0.025
19914227000,"11113",1,5,5275.4,0.0238777459407832,FALSE,0.024
19914236000,"11113",1,9,12319.4444444444,0.0429799426934097,FALSE,0.044
19914283000,"11111",1,7,10718.2857142857,0.0334288443170965,FALSE,0.031
19914292000,"11102",1,4,70621.75,0.0191021967526266,FALSE,0.02
19914309000,"11103",1,5,67000,0.0238777459407832,FALSE,0.025
19914350000,"11113",1,4,9365,0.0191021967526266,FALSE,0.022
19914401000,"11113",1,5,9181.6,0.0238777459407832,FALSE,0.021
19914440000,"11107",1,13,776283.692307692,0.0620821394460363,FALSE,0.067
19914468000,"11102",1,7,1466326.57142857,0.0334288443170965,FALSE,0.029
19914490000,"11112",1,2,83295.5,0.00955109837631328,FALSE,0.008
19914528000,"11104",1,8,17486,0.0382043935052531,FALSE,0.027
19914567000,"11103",1,6,1704290.5,0.0286532951289398,FALSE,0.025
19914615000,"11104",1,7,5988.85714285714,0.0334288443170965,FALSE,0.028
19914617000,"11104",1,5,18152.8,0.0238777459407832,FALSE,0.019
19914625000,"11102",1,5,40306.8,0.0238777459407832,FALSE,0.024
19914656000,"11106",1,3,25003.3333333333,0.0143266475644699,FALSE,0.011
19914686000,"11113",1,6,9240,0.0286532951289398,FALSE,0.031
19914694000,"11108",1,11,19819.0909090909,0.052531041069723,FALSE,0.043
19914701000,"11105",1,4,5499.75,0.0191021967526266,FALSE,0.02
19914745000,"11112",1,1,155731,0.00477554918815664,FALSE,0.006
19914806000,"11113",1,5,17701.4,0.0238777459407832,FALSE,0.025
19914831000,"11112",1,4,94562.25,0.0191021967526266,FALSE,0.019
19914934000,"11112",1,3,84681.3333333333,0.0143266475644699,FALSE,0.019
19914978000,"11112",1,1,20352,0.00477554918815664,FALSE,0.006
19915063000,"11110",1,5,32300,0.0238777459407832,FALSE,0.028
19915119000,"11103",1,6,51000,0.0286532951289398,FALSE,0.025
19915146000,"11104",1,9,1131147.55555556,0.0429799426934097,FALSE,0.057
19915174000,"11108",1,5,41750.4,0.0238777459407832,FALSE,0.022
19915178000,"11108",1,22,14338.3636363636,0.105062082139446,FALSE,0.114
19915197000,"11112",1,1,21583,0.00477554918815664,FALSE,0.005
19915205000,"11112",1,1,65000,0.00477554918815664,FALSE,0.007
19915305000,"11108",1,7,1460777.57142857,0.0334288443170965,FALSE,0.034
19915313000,"11104",1,3,20768,0.0143266475644699,FALSE,0.016
19915321000,"11108",1,5,2027790.4,0.0238777459407832,FALSE,0.026
19915343000,"11114",1,6,43843.3333333333,0.0286532951289398,FALSE,0.021
19915450000,"11106",1,6,28669.5,0.0286532951289398,FALSE,0.037
19915514000,"11114",1,5,39625,0.0238777459407832,FALSE,0.025
19915601000,"11107",1,5,7336.6,0.0238777459407832,FALSE,0.021
19915612000,"11102",1,6,30235,0.0286532951289398,FALSE,0.025
19915701000,"11111",1,5,5525.4,0.0238777459407832,FALSE,0.018
19915714000,"11107",1,7,4236.85714285714,0.0334288443170965,FALSE,0.048
19915723000,"11104",1,4,21486.25,0.0191021967526266,FALSE,0.025
19915750000,"11109",1,5,2008759.8,0.0238777459407832,FALSE,0.019
19915761000,"11107",1,4,2505037.25,0.0191021967526266,FALSE,0.018
19915802000,"11106",1,6,45643,0.0286532951289398,FALSE,0.03
19915805000,"11114",1,6,229583.333333333,0.0286532951289398,FALSE,0.028
19915808000,"11107",1,4,7870.5,0.0191021967526266,FALSE,0.018
19915811000,"11107",1,8,6087.375,0.0382043935052531,FALSE,0.035
19915884000,"11114",1,8,46782,0.0382043935052531,FALSE,0.045
19915893000,"11113",1,8,16508.5,0.0382043935052531,FALSE,0.035
19915936000,"11106",1,4,34373.75,0.0191021967526266,FALSE,0.024
19915973000,"11106",1,4,348500,0.0191021967526266,FALSE,0.025
1.9916e+10,"11114",1,4,92835,0.0191021967526266,FALSE,0.021
19916016000,"11107",1,7,5004.28571428571,0.0334288443170965,FALSE,0.029
19916030000,"11106",1,3,78106.6666666667,0.0143266475644699,FALSE,0.015
19916085000,"11107",1,3,9500,0.0143266475644699,FALSE,0.011
19916087000,"11113",1,1,77714,0.00477554918815664,FALSE,0.006
19916091000,"11110",1,6,1699386.16666667,0.0286532951289398,FALSE,0.029
19916125000,"11107",1,9,6288.88888888889,0.0429799426934097,FALSE,0.039
19916148000,"11107",1,6,5099.5,0.0286532951289398,FALSE,0.03
19916161000,"11107",1,7,1434264.14285714,0.0334288443170965,FALSE,0.023
19916166000,"11106",1,2,113863.5,0.00955109837631328,FALSE,0.008
19916176000,"11107",1,5,4151.4,0.0238777459407832,FALSE,0.023
19916198000,"11103",1,6,52941.6666666667,0.0286532951289398,FALSE,0.024
19916237000,"11114",1,7,39067,0.0334288443170965,FALSE,0.029
19916246000,"11112",1,4,2590039,0.0191021967526266,FALSE,0.029
19916257000,"11106",1,5,41212.6,0.0238777459407832,FALSE,0.023
19916263000,"11114",1,2,78619.5,0.00955109837631328,FALSE,0.007
19916340000,"11113",1,5,6550,0.0238777459407832,FALSE,0.027
19916344000,"11113",1,6,8040,0.0286532951289398,FALSE,0.023
19916402000,"11113",1,6,19556,0.0286532951289398,FALSE,0.024
26010019000,"22201",2,9,6863.22222222222,0.0429799426934097,FALSE,0.047
26010051000,"22101",2,6,22699.3333333333,0.0286532951289398,FALSE,0.041
26010076000,"22103",2,9,1116657.66666667,0.0429799426934097,FALSE,0.037
26010093000,"22104",2,8,11120,0.0382043935052531,FALSE,0.041
26010095000,"22104",2,10,1008908.3,0.0477554918815664,FALSE,0.053
26010119000,"22103",2,9,4006.55555555556,0.0429799426934097,FALSE,0.046
26010123000,"22201",2,7,3252.85714285714,0.0334288443170965,FALSE,0.033
26010226000,"22101",2,6,13746.6666666667,0.0286532951289398,FALSE,0.038
26010229000,"22101",2,6,17315,0.0286532951289398,FALSE,0.032
26010255000,"22101",2,5,22240,0.0238777459407832,FALSE,0.021
26010419000,"22101",2,1,30000,0.00477554918815664,FALSE,0.003
26010451000,"22104",2,4,2596.75,0.0191021967526266,FALSE,0.025
26010466000,"22101",2,5,14192,0.0238777459407832,FALSE,0.028
26010501009,"22104",2,14,4618.42857142857,0.0668576886341929,FALSE,0.07
26010520000,"22102",2,10,7018.2,0.0477554918815664,FALSE,0.048
26010532000,"22104",2,11,915714.545454545,0.052531041069723,FALSE,0.041
26010597000,"22102",2,9,5815.66666666667,0.0429799426934097,FALSE,0.042
26010624000,"22201",2,8,11533.375,0.0382043935052531,FALSE,0.042
26010673000,"22101",2,2,53430,0.00955109837631328,FALSE,0.012
26010751000,"22102",2,9,7391.11111111111,0.0429799426934097,FALSE,0.038
26010759000,"22101",2,4,64788.5,0.0191021967526266,FALSE,0.012
26010775000,"22101",2,4,42413.5,0.0191021967526266,FALSE,0.019
26010831000,"22201",2,8,1253791.125,0.0382043935052531,FALSE,0.035
26010851000,"22102",2,6,1672678.16666667,0.0286532951289398,FALSE,0.029
26010881000,"22102",2,6,16064.1666666667,0.0286532951289398,FALSE,0.023
26010882000,"22102",2,8,10373.75,0.0382043935052531,FALSE,0.033
26010905000,"22101",2,6,14139.5,0.0286532951289398,FALSE,0.03
26010955000,"22102",2,8,7060,0.0382043935052531,FALSE,0.039
26011022000,"22102",2,7,1438448.42857143,0.0334288443170965,FALSE,0.036
26011046000,"22102",2,7,9841.42857142857,0.0334288443170965,FALSE,0.033
26011073000,"22102",2,7,6630,0.0334288443170965,FALSE,0.026
26011086000,"22104",2,11,12344.4545454545,0.052531041069723,FALSE,0.058
26011103000,"22104",2,6,4108.83333333333,0.0286532951289398,FALSE,0.026
26011117000,"22101",2,5,20994,0.0238777459407832,FALSE,0.026
26011134012,"22104",2,2,3490,0.00955109837631328,FALSE,0.01
26011143000,"22101",2,5,31780.6,0.0238777459407832,FALSE,0.023
26011173000,"22104",2,5,4000,0.0238777459407832,FALSE,0.019
26011191000,"22102",2,6,3458.33333333333,0.0286532951289398,FALSE,0.027
26011223000,"22102",2,7,5187.14285714286,0.0334288443170965,FALSE,0.035
26011242000,"22102",2,10,12498.2,0.0477554918815664,FALSE,0.045
