hh_id,province,province_name,urban,hh_size,income,log_income,renter,head_age,has_youth,employed,weight_wave1,response_propensity,ipw_adjustment,weight_longitudinal
ZMB000077,9,Coastal Plains,0,6,1766,7.476472381163905,0,60,1,0,184.48398400330916,0.952872923806808,1.049457881545123,193.6081710311172
ZMB000079,1,Zambara Capital,1,5,13860,9.536762272743895,1,49,1,1,204.7206129762344,0.6659192374088108,1.5016836033918264,307.4255877827352
ZMB000080,1,Zambara Capital,0,9,1383,7.232010331664759,0,31,0,1,244.26262338412926,0.96918456979293,1.031795213386088,252.02900561687326
ZMB000081,1,Zambara Capital,1,5,5147,8.546169299652755,0,47,0,1,147.34049716033041,0.8952589264918487,1.1169952852842122,164.57864065952094
ZMB000082,7,Mining Belt,1,2,2587,7.8582541821860294,1,39,0,1,144.67312092194334,0.7244507240736615,1.3803561329566991,199.70042973859063
ZMB000084,3,Southern Cape,0,6,2736,7.914252278742441,0,49,1,0,210.2929585892707,0.9329423616220398,1.0718775790836337,225.40830735100232
ZMB000085,1,Zambara Capital,1,5,33471,10.41843467126129,0,43,0,0,98.33513837074861,0.8121472166581325,1.2313038566023218,121.08043511542571
ZMB000086,4,Central Plateau,1,3,11840,9.379238908437996,0,50,0,1,175.56288884952664,0.8322973717055315,1.2014936415704578,210.9376946484473
ZMB000087,9,Coastal Plains,0,5,6930,8.84361509218395,0,23,0,0,238.75604891683906,0.8889672627975774,1.124900816766866,268.57687443458207
ZMB000088,9,Coastal Plains,1,2,4576,8.428580533059634,0,37,0,1,182.45508156716824,0.8110257523026966,1.233006470091437,224.96829607337932
ZMB000089,8,Eastern Forests,0,2,530,6.272877006546167,0,42,1,0,155.76294463593513,0.9106867996615209,1.098072356348719,171.03898364819634
ZMB000090,1,Zambara Capital,0,3,1165,7.060476365999801,0,53,0,1,169.5125553268008,0.95004000354768,1.0525872555531948,178.42675539324634
ZMB000092,9,Coastal Plains,0,6,775,6.652863029353347,0,69,0,1,167.8833069349639,0.9807226335378099,1.019656287927862,171.18326955435919
ZMB000093,1,Zambara Capital,1,2,3533,8.169902647359145,0,44,0,1,216.4905696758069,0.8439935512815622,1.1848431762085738,256.5073741938866
ZMB000094,8,Eastern Forests,0,7,567,6.340359303727752,0,43,0,1,227.1921435231343,0.9745674147020974,1.0260962811953618,233.121013585891
ZMB000095,9,Coastal Plains,0,2,950,6.856461984594587,0,30,1,0,222.6603440893814,0.867663410345032,1.1525206526829839,256.6206450965116
ZMB000096,5,Northern Bushveld,0,3,5335,8.582044163735853,0,36,1,0,87.2167725674808,0.8361378830239848,1.1959749944391824,104.3090790863963
ZMB000097,9,Coastal Plains,0,4,1127,7.027314514039777,0,53,0,1,166.01062753470615,0.9579905537954639,1.04385162884759,173.2904639581136
ZMB000098,3,Southern Cape,1,7,1953,7.577121930876679,1,18,0,1,212.1203912841156,0.8121743017147958,1.2312627940685095,261.1759456513857
ZMB000099,5,Northern Bushveld,0,5,2163,7.679251425953058,0,35,0,0,114.81901101302356,0.937428000737891,1.066748592118921,122.48301834662976
ZMB000102,4,Central Plateau,1,3,1499,7.312553498102598,0,37,0,0,85.87998324073851,0.8790293299245826,1.1376184684142407,97.69865500176961
ZMB000103,4,Central Plateau,1,3,30326,10.319760709360885,0,55,0,0,147.63218324398622,0.8036023779432615,1.2443965167940372,183.71297459551548
ZMB000104,5,Northern Bushveld,1,3,1896,7.547501682814967,1,51,1,1,88.24170257430524,0.735718720782728,1.3592151072846212,119.93945523151193
ZMB000105,2,Eastern Highlands,0,1,2687,7.8961806086154915,0,60,1,0,145.99290754646063,0.8826171912708464,1.1329940203862772,165.4090912689465
ZMB000106,2,Eastern Highlands,1,6,5244,8.56483984488359,0,46,0,0,84.47089729132131,0.9080007399338336,1.1013206884312345,93.02954675728209
ZMB000107,2,Eastern Highlands,1,3,4952,8.507546814364431,0,46,0,0,233.82323629921302,0.8574679211196293,1.1662243862070794,272.6903602340026
ZMB000108,2,Eastern Highlands,0,4,157,5.056245805348308,0,65,0,0,243.00102826207876,0.9821980598721309,1.0181245930481544,247.405323009612
ZMB000109,2,Eastern Highlands,0,2,750,6.620073206530356,0,46,0,1,221.50972252711654,0.9407715554011914,1.0629573080295256,235.45537835979096
ZMB000110,8,Eastern Forests,1,4,8674,9.068085324395312,0,72,1,1,170.70480796974152,0.8667359756431476,1.153753885960446,196.951335547221
ZMB000111,7,Mining Belt,0,3,4658,8.446341450444287,1,54,0,0,199.27994628902525,0.8594628410114327,1.163517434707451,231.8656918948453
ZMB000113,1,Zambara Capital,1,2,335,5.814130531825066,0,41,1,1,238.07883092900738,0.8705790840671788,1.1486607228469026,273.4718020294591
ZMB000114,4,Central Plateau,0,4,3136,8.0507033814703,0,59,1,0,104.40181422280148,0.92130561488362706,1.0854161570765126,113.31941598552918
ZMB000115,1,Zambara Capital,1,2,10974,9.30328411761892,0,26,0,0,229.35647231526673,0.7198414289747894,1.389194841736488,318.6208282592462
ZMB000116,2,Eastern Highlands,1,2,3338,8.11312710422178,0,22,0,1,145.57800594950095,0.775134358413518,1.2900989217491516,187.81002850584275
ZMB000117,2,Eastern Highlands,0,4,2022,7.611842399580417,0,53,0,0,165.28443888295442,0.9498248126023214,1.052825728210036,174.01570972873367
ZMB000118,6,Western Drylands,0,3,1356,7.212294468500341,0,31,0,0,238.20801429916173,0.9189469916404122,1.0882020498428318,259.2184494493384
ZMB000119,1,Zambara Capital,1,3,3642,8.200288260287554,1,50,0,0,162.98155143624172,0.7795763745753578,1.2827479546756517,209.06425175470358
ZMB000120,5,Northern Bushveld,1,2,3537,8.17103418920548,0,50,0,0,246.6824641218409,0.8600543259230957,1.1627172492001603,286.8219561096641
ZMB000121,5,Northern Bushveld,0,3,2442,7.80057265467065,0,70,0,1,215.04696095595136,0.9557142540845263,1.04633785226725,225.01177526324932
ZMB000123,4,Central Plateau,1,5,1979,7.590346945602565,0,33,0,0,206.2818463635631,0.8958320213693862,1.116280704580509,230.2684448008865
ZMB000124,9,Coastal Plains,1,6,2748,7.91862865334224,1,38,0,0,178.8054722454399,0.833481318363005,1.1997869393930092,214.52847029207797
ZMB000125,1,Zambara Capital,1,2,2787,7.932721027481948,1,57,0,1,146.12444817554206,0.7902594888695809,1.2654071404197125,184.90692011122115
ZMB000126,1,Zambara Capital,1,2,641,6.46302945692067,1,44,0,1,143.4100257512182,0.8201856439986536,1.2192361660034634,174.85068996337324
ZMB000127,2,Eastern Highlands,1,1,2697,7.89989532313973,1,32,0,1,195.6076729646884,0.6531968659052702,1.5309320240140665,299.462050684512
ZMB000128,1,Zambara Capital,1,4,4817,8.479906606630221,0,36,0,0,232.11873983265832,0.8533635869620112,1.171833454436481,272.0045047375468
ZMB000129,1,Zambara Capital,1,5,2518,7.831220214604293,0,18,1,0,167.43069077841938,0.7836026188677717,1.2761570417476413,213.66785504155177
ZMB000130,1,Zambara Capital,1,1,4704,8.456168489578463,0,67,0,1,102.10907167755067,0.8716999237240581,1.1471837644860872,117.13786923523229
ZMB000131,1,Zambara Capital,1,1,10976,9.303466349965667,0,54,1,1,153.20395085262135,0.7110661606000936,1.4063388970107435,215.45667525976367
ZMB000132,8,Eastern Forests,0,4,5577,8.626406276389554,0,27,1,1,147.73231460014358,0.8313121805175993,1.20291753619846,177.7097918957005
ZMB000133,2,Eastern Highlands,1,5,10777,9.285169512596832,0,63,0,0,177.13932981248945,0.9047519581464712,1.1052753088798608,195.78772747327082
ZMB000134,7,Mining Belt,0,2,5053,8.527737405291909,0,47,0,1,126.55807829927653,0.8983450105664688,1.1131580720523295,140.87914644227044
ZMB000135,2,Eastern Highlands,0,4,2635,7.876638460975463,0,67,0,0,110.81948614679277,0.9590950566474766,1.0426495195330345,115.54588398585126
ZMB000136,3,Southern Cape,1,1,10738,9.281544130982514,0,40,0,1,166.4756182814017,0.7460825842177623,1.3403341951058407,223.13296383394973
ZMB000137,2,Eastern Highlands,0,6,2899,7.972121128921655,0,24,0,1,121.74739587819204,0.9275893441881238,1.0780632682615106,131.25139550277166
ZMB000139,2,Eastern Highlands,1,4,1030,6.937314081223682,0,52,0,0,98.46897870767862,0.9304438636112629,1.0747558655701959,105.83011244278431
ZMB000140,3,Southern Cape,1,2,15735,9.663642809498507,0,26,0,0,207.73722206242383,0.6961206171813672,1.4365326572987567,298.4213036291956
ZMB000141,2,Eastern Highlands,1,3,16555,9.714443449981347,0,37,0,1,231.56587515957654,0.7717482511637369,1.2957593340730957,300.0536441908265
ZMB000142,6,Western Drylands,0,6,3086,8.034631032923107,0,51,0,0,108.07893802644685,0.9571259587819766,1.0447945652551147,112.92028706857602
ZMB000143,6,Western Drylands,0,5,4293,8.36474106822456,0,41,0,0,84.03828389476985,0.93190524542400055,1.0730704703191336,90.17900082377355
ZMB000144,9,Coastal Plains,0,5,3450,8.146129510025405,1,45,1,0,162.5959201832302,0.830373175678291,1.2042778226586488,195.8106607314399
ZMB000145,7,Mining Belt,0,7,9568,9.166179476190413,0,30,0,1,113.34692555246875,0.9219291755643099,1.0846820195140296,122.94537211395817
ZMB000146,7,Mining Belt,0,5,1016,6.923628628138427,0,43,0,0,98.35300619946793,0.9576282874477222,1.044246513086207,102.70478377534049
ZMB000148,1,Zambara Capital,1,3,7585,8.933927891782632,1,43,1,0,174.93625723058358,0.6015076307584353,1.6624892999929353,290.82965582665696
ZMB000149,7,Mining Belt,0,3,2596,7.86172707782398,1,39,1,1,143.48399847978726,0.7700885340101455,1.2985519921879858,186.32143207302568
ZMB000152,9,Coastal Plains,1,3,996,6.903747257584598,0,43,0,1,160.40428617503494,0.9039008441195736,1.106316037323795,177.45783425091665
ZMB000153,8,Eastern Forests,0,3,1193,7.084226422097916,0,38,0,0,119.29544322192669,0.9320162210250227,1.0729426993236335,127.99717486754328
ZMB000154,1,Zambara Capital,1,5,4966,8.510369966068112,1,52,1,1,86.44764127209783,0.7466158096851241,1.3393769419666288,115.78597740725051
ZMB000155,5,Northern Bushveld,0,3,1382,7.231287004327616,0,54,0,0,124.3680690205656,0.9484454166576023,1.0543569323410094,131.12833573369846
ZMB000157,1,Zambara Capital,1,1,6109,8.717518372649767,1,39,0,1,208.84252931457013,0.6275805968172775,1.593420837214242,332.7740379063622
ZMB000159,1,Zambara Capital,1,4,5602,8.630878955820053,0,42,0,0,185.26689684251323,0.8630663802709396,1.1586594297486983,214.66123704685728
ZMB000160,6,Western Drylands,0,2,1801,7.496097345175956,1,44,0,1,174.671657953877,0.8493257261823263,1.1774045800954913,205.65921008776783
ZMB000161,2,Eastern Highlands,0,7,5384,8.591186871324563,0,39,0,1,82.41401743143797,0.9449964008794839,1.0582050884736975,87.21093260750767
ZMB000162,4,Central Plateau,1,5,12458,9.430118265814091,0,38,0,1,187.3860292765312,0.8418796929376382,1.187818174483601,222.58053121897987
ZMB000163,1,Zambara Capital,1,6,3634,8.198089248956116,1,40,0,1,94.38264559954405,0.8269418591366775,1.2092748588685476,114.13456043702877
ZMB000164,2,Eastern Highlands,0,8,28816,10.268686067415738,0,46,1,0,93.05848406394944,0.8967030569257398,1.1151963766337585,103.77848424314676
ZMB000165,5,Northern Bushveld,0,5,17557,9.773208009769208,1,64,0,1,144.75835577119142,0.8747344533551028,1.1432040845818212,165.48834359497448
ZMB000166,1,Zambara Capital,0,7,205,5.3230099791384085,0,44,0,0,138.07371155824512,0.9818598742396374,1.018475269472042,140.6246605862887
ZMB000167,2,Eastern Highlands,1,2,15381,9.64088826045181,1,49,0,1,148.64509283332154,0.6483797551983073,1.542306020480466,229.25622159170956
ZMB000168,3,Southern Cape,1,1,11581,9.357121103184378,0,53,0,1,204.057488234248,0.7909682140331588,1.2642733073949775,257.98443554862445
ZMB000170,1,Zambara Capital,1,3,20536,9.929934722550977,1,47,1,1,210.68355764029548,0.5448130142211232,1.8354921301386722,386.7080119983797
ZMB000172,5,Northern Bushveld,0,7,7069,8.863474306170954,0,61,1,0,112.84979427000508,0.9403213744025056,1.0634662012606222,120.01194202536503
ZMB000173,5,Northern Bushveld,0,7,3181,8.064950891749143,0,59,1,0,157.39463574253023,0.9511528638491796,1.051355715792247,165.47774992294785
ZMB000174,5,Northern Bushveld,0,3,4413,8.392310009269547,0,70,0,1,137.2589193400927,0.9470153589073467,1.0559490831846552,144.93843003608742
ZMB000175,2,Eastern Highlands,1,3,2444,7.8013913202914855,1,68,0,0,152.28205045685172,0.8549321278855171,1.1696834957802742,178.12180112295843
ZMB000177,1,Zambara Capital,1,4,2958,7.992268643270745,0,47,1,1,204.50215715682134,0.8432155166900384,1.185936430493362,242.52655828675324
ZMB000179,4,Central Plateau,0,3,5129,8.542665987389269,0,44,1,1,194.44625115487725,0.8596979303330552,1.1631992642027071,226.179736270328
ZMB000180,1,Zambara Capital,0,5,1295,7.166265974133638,0,33,0,0,160.63273498322815,0.9441493121172135,1.0591545078368418,170.13488536364684
ZMB000181,1,Zambara Capital,1,2,5181,8.552753366814787,1,46,0,0,214.06984441680834,0.7098375954735657,1.4087729452155227,301.5758052008958
ZMB000182,1,Zambara Capital,0,5,305,5.720311776607412,0,46,1,0,164.92487941635773,0.9567518112933836,1.0452031427545994,172.38000228440043
ZMB000184,5,Northern Bushveld,0,9,2936,7.984803389734406,0,38,1,0,212.30603277683258,0.9473107908156329,1.0556197709296669,224.11444568686636
ZMB000186,1,Zambara Capital,1,1,2216,7.703459047867175,0,33,0,0,188.80359787493944,0.8071073509444658,1.2389925563555007,233.92625238018718
ZMB000187,1,Zambara Capital,1,1,5953,8.69165057315339,0,72,0,1,84.85954637406394,0.8751859869927711,1.1426142726943134,96.96172886137043
ZMB000188,1,Zambara Capital,1,1,2501,7.824445930877619,0,55,0,1,166.22322901617736,0.8654814913264538,1.1554262107527922,192.05867564125538
ZMB000191,1,Zambara Capital,1,1,3253,8.087332926473351,0,41,0,1,189.35331750428304,0.8145003462553068,1.2277465621684929,232.47788460108262
ZMB000192,1,Zambara Capital,1,1,1943,7.57198844937744,0,52,0,1,179.2943716258742,0.8673894018529087,1.1528847341964403,206.70574397481377
ZMB000193,2,Eastern Highlands,1,4,5129,8.542665987389269,0,46,0,1,119.31129866279662,0.8759179555210038,1.141659437047607,136.2128700647873
ZMB000194,8,Eastern Forests,0,6,2042,7.621684998724611,0,63,1,0,153.8921845681034,0.9536602409993447,1.048591476301975,161.37003300760355
ZMB000195,5,Northern Bushveld,0,3,1959,7.580189417944541,0,35,1,0,168.42520591104403,0.8729807124519824,1.1455006802971082,192.93118795028147
ZMB000197,1,Zambara Capital,1,6,2556,7.846198815497425,0,65,0,1,126.5011856937781,0.9489834369607795,1.053759171184912,133.30178459058425
ZMB000198,2,Eastern Highlands,0,3,5117,8.540323608805092,0,50,0,0,202.62461666949093,0.9175856769076112,1.0898164881672263,220.82364815497505
ZMB000199,1,Zambara Capital,1,4,2592,7.860185057472165,0,44,0,1,211.3219153508544,0.8936993776305009,1.118944496359993,236.45749414209087
ZMB000200,3,Southern Cape,1,6,12529,9.435801236245553,0,51,0,0,102.16416234849021,0.8926966741914623,1.1202013280778995,114.44443034474487
ZMB000201,3,Southern Cape,1,6,1546,7.343426229147367,0,44,1,1,161.4826116291806,0.8972737888787801,1.1144870299282732,179.97027621966632
ZMB000202,7,Mining Belt,0,3,2809,7.940583827104244,0,36,0,0,145.57688869070262,0.9090997580384376,1.099989292877712,160.13301885022335
ZMB000203,3,Southern Cape,1,3,9081,9.113939597689829,1,34,0,0,90.96699977759272,0.6527693441525988,1.5319346855942864,139.35550220374202
ZMB000205,2,Eastern Highlands,0,3,1692,7.433666540166168,0,38,0,1,162.98269568942487,0.9246154677173798,1.0815306848248212,176.27078648357912
ZMB000206,9,Coastal Plains,0,4,2272,7.7284157798410416,0,58,1,1,125.3517227130942,0.9270049645926295,1.078742874305369,135.22227765865287
ZMB000207,2,Eastern Highlands,0,3,2770,7.926602599181384,0,60,1,0,80.92472997726873,0.9129309769501893,1.0953730624199876,88.64276930071141
ZMB000208,5,Northern Bushveld,1,5,6100,8.716044050161402,0,47,1,1,184.72715124255046,0.8351959627341288,1.1973237953957088,221.17821383836764
ZMB000209,2,Eastern Highlands,1,5,1724,7.452402451223638,1,34,0,0,187.8624957241118,0.8179728202500206,1.2225345087803055,229.66838392831926
ZMB000210,1,Zambara Capital,1,1,7916,8.976641306722456,0,34,0,1,244.74110206123441,0.7402161093365451,1.3509568184030727,330.63466057310694
ZMB000212,2,Eastern Highlands,0,4,4286,8.363109176033522,0,32,0,0,191.88530443469062,0.904992466653104,1.1049815737121642,212.02972566648216
ZMB000213,3,Southern Cape,0,5,3606,8.190354403763262,0,53,0,0,166.79556776303798,0.9491933720251677,1.0535261090861106,175.7234855182021
ZMB000214,2,Eastern Highlands,1,6,978,6.885509670034818,0,28,0,1,97.41532093612477,0.9198868053765221,1.0870902747547144,105.89924800177056
ZMB000215,6,Western Drylands,0,3,2844,7.952966790923131,1,32,0,0,239.98360237805173,0.8174534864415688,1.2233111933414937,293.574627007485
ZMB000216,3,Southern Cape,1,2,16334,9.70100410391822,1,57,0,1,96.25026185065508,0.6820586398901911,1.466149596992124,141.11728262272436
ZMB000217,7,Mining Belt,0,5,3774,8.235890725928495,0,65,0,0,175.17740392824635,0.9596427343586462,1.042054469018958,182.54439663456827
ZMB000218,2,Eastern Highlands,1,3,4780,8.472195825485501,1,45,1,1,147.62560164090246,0.6459861274437965,1.5480208591429918,228.5275106836509
ZMB000219,8,Eastern Forests,0,6,574,6.352629396319567,0,50,0,0,122.18972713453695,0.9739189287621677,1.026779509533695,125.46190809725586
ZMB000220,1,Zambara Capital,1,2,1078,6.982862751468942,1,38,0,0,122.757607572712,0.7727968949290325,1.2940010584434762,158.84847413107823
