psu,stratum,prov,geotype,wgt_class,base_wgt,nr_factor,wgt_nr,wgt_cal,g_weight,totmhinc
16410160000,10111,1,1,1_1,999.091556421,1.4424572317262832,1441.1468407161392,1412.5429123897266,0.9801519681976344,79737
16410160000,10111,1,1,1_1,895.684238075,1.4424572317262832,1291.9862065545296,1266.3428232386175,0.9801519681976343,300
16410160000,10111,1,1,1_1,545.794661052,1.4424572317262832,787.285455872053,771.6593891063646,0.9801519681976344,3980
16510033000,10110,1,1,1_1,1335.48354092,1.4424572317262832,1926.3778914514776,1888.1430817985738,0.980151968197634,6958
16510033000,10110,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,2008
16510033000,10110,1,1,1_1,1574.55942914,1.4424572317262832,2271.234635345801,2226.1550980728225,0.9801519681976341,4000
16510051000,10102,1,1,1_1,1178.8717492,1.4424572317262832,1700.4720799113531,1666.7210559902378,0.9801519681976344,13352
16510051000,10102,1,1,1_1,718.759990994,1.4424572317262832,1036.7805468848135,1016.2024936181699,0.9801519681976346,20000
16510051000,10102,1,1,1_1,977.112155397,1.4424572317262832,1409.4424947600585,1381.467835300455,0.9801519681976341,26704
16510051000,10102,1,1,1_1,1748.40477944,1.4424572317262832,2521.999118088025,2471.9423993866744,0.9801519681976337,13352
16510051000,10102,1,1,1_1,1178.8717492,1.4424572317262832,1700.4720799113531,1666.7210559902378,0.9801519681976344,21583
16510051000,10102,1,1,1_1,831.820076039,1.4424572317262832,1199.8648841775623,1176.049927797864,0.9801519681976342,12928
16510064000,10108,1,1,1_1,1335.48354092,1.4424572317262832,1926.3778914514776,1888.1430817985738,0.980151968197634,9475
16510064000,10108,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,1990
16510064000,10108,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,20960
16510064000,10108,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,28916
16510064000,10108,1,1,1_1,895.684238075,1.4424572317262832,1291.9862065545296,1266.3428232386175,0.9801519681976343,6958
16510064000,10108,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,5007
16510079004,10110,1,1,1_1,2266.60630321,1.4424572317262832,3269.482653541641,3204.5898578568617,0.9801519681976337,4000
16510079004,10110,1,1,1_1,2159.39578854,1.4424572317262832,3114.836071338803,3053.0127059357133,0.980151968197634,960
16510079004,10110,1,1,1_1,1831.52028468,1.4424572317262832,2641.8896796900467,2589.453369309216,0.9801519681976341,20012
16510079004,10110,1,1,1_1,1790.22208727,1.4424572317262832,2582.3187961787326,2531.0648505883305,0.9801519681976344,10887
16510079004,10110,1,1,1_1,2266.60630321,1.4424572317262832,3269.482653541641,3204.5898578568617,0.9801519681976337,10000
16510079004,10110,1,1,1_1,1831.52028468,1.4424572317262832,2641.8896796900467,2589.453369309216,0.9801519681976341,1000
16510139000,10301,1,3,1_3,1440.95760995,1.0857142857142856,1564.4682622314285,1375.5048109820739,0.8792155419120917,12787
16510139000,10301,1,3,1_3,1258.17746873,1.0857142857142856,1366.021251764,1201.0271151331194,0.879215541912092,4400
16510139000,10301,1,3,1_3,1175.56685516,1.0857142857142856,1276.3297284594285,1122.1689338659692,0.8792155419120916,8000
16510139000,10301,1,3,1_3,1643.88083753,1.0857142857142856,1784.7849093182856,1569.2106312427995,0.8792155419120915,2008
16510139000,10301,1,3,1_3,2081.32314676,1.0857142857142856,2259.7222736251424,1986.782943376153,0.8792155419120915,2400
16510165000,10301,1,3,1_3,1994.59492776,1.0857142857142856,2165.560207282286,1903.9941911889566,0.8792155419120917,4400
16510165000,10301,1,3,1_3,2093.62334576,1.0857142857142856,2273.0767753965715,1998.5244288880867,0.8792155419120917,4800
16510179000,10301,1,3,1_3,848.859624734,1.0857142857142856,921.6190211397713,810.301767107896,0.8792155419120922,2950
16610031000,10301,1,3,1_3,1210.1301404,1.0857142857142856,1313.8555810057142,1155.1622466481651,0.8792155419120917,55010
16610031000,10301,1,3,1_3,1003.02078712,1.0857142857142856,1088.9939974445713,957.4604476022441,0.8792155419120921,10589
16610031000,10301,1,3,1_3,2069.17760061,1.0857142857142856,2246.5356806622854,1975.1890858983413,0.8792155419120918,15160
16610031000,10301,1,3,1_3,1449.4733781,1.0857142857142856,1573.7139533657141,1383.633766323057,0.879215541912092,6958
16610050000,10105,1,1,1_1,1055.7303748,1.4424572317262832,1522.8459138833593,1492.6204197544994,0.9801519681976341,29094
16610050000,10105,1,1,1_1,1194.24565077,1.4424572317262832,1722.6482754108479,1688.4570976562024,0.9801519681976341,4460
16610092000,10106,1,1,1_1,1166.8653153,1.4424572317262832,1683.1533125050546,1649.7460320301966,0.980151968197634,58166
16610092000,10106,1,1,1_1,1248.86444553,1.4424572317262832,1801.4335509005834,1765.6786404924596,0.9801519681976341,43166
16610121000,10301,1,3,1_3,1265.61304319,1.0857142857142856,1374.0941611777143,1208.1249425581052,0.8792155419120917,34400
16610121000,10301,1,3,1_3,853.876213496,1.0857142857142856,927.0656032242285,815.0904867268503,0.8792155419120917,17180
16610121000,10301,1,3,1_3,853.876213496,1.0857142857142856,927.0656032242285,815.0904867268503,0.8792155419120917,7350
16610121000,10301,1,3,1_3,1449.4733781,1.0857142857142856,1573.7139533657141,1383.633766323057,0.879215541912092,8960
16610121000,10301,1,3,1_3,691.392933403,1.0857142857142856,750.6551848375428,659.9877051260613,0.8792155419120914,1990
16610121000,10301,1,3,1_3,1632.16674099,1.0857142857142856,1772.0667473605713,1558.028625585023,0.8792155419120921,13740
16610124000,10102,1,1,1_1,1814.90994634,1.4424572317262832,2617.9299770300936,2565.9692195896337,0.9801519681976343,25000
16610124000,10102,1,1,1_1,2039.76238021,1.4424572317262832,2942.2699963371306,2883.871727878685,0.9801519681976343,100000
16610124000,10102,1,1,1_1,1410.08843367,1.4424572317262832,2033.992258520879,1993.6215154879912,0.9801519681976345,45000
16610124000,10102,1,1,1_1,2312.75173793,1.4424572317262832,3336.0454695646586,3269.8315329906004,0.9801519681976341,165000
16610155000,10108,1,1,1_1,1373.07998312,1.4424572317262832,1980.6091513900467,1941.2979579651992,0.9801519681976336,11000
16610155000,10108,1,1,1_1,654.953593263,1.4424572317262832,944.742547047329,925.9912669284854,0.9801519681976341,2010
16610155000,10108,1,1,1_1,654.953593263,1.4424572317262832,944.742547047329,925.9912669284854,0.9801519681976341,40000
16610159000,10102,1,1,1_1,1178.8717492,1.4424572317262832,1700.4720799113531,1666.7210559902378,0.9801519681976344,230000
16610159000,10102,1,1,1_1,1178.8717492,1.4424572317262832,1700.4720799113531,1666.7210559902378,0.9801519681976344,230000
16610159000,10102,1,1,1_1,1039.72173306,1.4424572317262832,1499.754132835381,1469.9869651111349,0.9801519681976343,28000
16610159000,10102,1,1,1_1,1232.92149516,1.4424572317262832,1778.4365268443235,1743.1380621010287,0.9801519681976344,46000
16610159000,10102,1,1,1_1,1039.72173306,1.4424572317262832,1499.754132835381,1469.9869651111349,0.9801519681976343,50000
16610161000,10102,1,1,1_1,977.112155397,1.4424572317262832,1409.4424947600585,1381.467835300455,0.9801519681976341,10938
16610161000,10102,1,1,1_1,1178.8717492,1.4424572317262832,1700.4720799113531,1666.7210559902378,0.9801519681976344,44000
16610182000,10108,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,6390
16610182000,10108,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,73000
16610182000,10108,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,26390
16610182000,10108,1,1,1_1,545.794661052,1.4424572317262832,787.285455872053,771.6593891063646,0.9801519681976344,30000
16610191000,10111,1,1,1_1,866.649980701,1.4424572317262832,1250.1055320376013,1225.2933976814056,0.9801519681976343,11990
16610191000,10111,1,1,1_1,1018.02571855,1.4424572317262832,1468.4585598057931,1439.3125476103116,0.9801519681976343,46887
16610191000,10111,1,1,1_1,1471.15712477,1.4424572317262832,2122.0812336301324,2079.962097817837,0.9801519681976337,9475
16610191000,10111,1,1,1_1,701.735992781,1.4424572317262832,1012.2241575495764,992.1335002794096,0.9801519681976344,4000
16610191000,10111,1,1,1_1,1656.58353309,1.4424572317262832,2389.550897264347,2342.1230150620718,0.980151968197634,19500
16610193000,10105,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,2990
16610193000,10105,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,14290
16610193000,10105,1,1,1_1,895.684238075,1.4424572317262832,1291.9862065545296,1266.3428232386175,0.9801519681976343,8220
16610193000,10105,1,1,1_1,1144.23331926,1.4424572317262832,1650.507626148756,1617.7482982949077,0.980151968197634,9240
16610193000,10105,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,2010
16610199000,10105,1,1,1_1,842.576370126,1.4424572317262832,1215.3803783699302,1191.2574699680722,0.980151968197634,19990
16610199000,10105,1,1,1_1,1119.60529759,1.4424572317262832,1614.9827581877528,1582.9285290429696,0.9801519681976341,5990
16610199000,10105,1,1,1_1,989.747226372,1.4424572317262832,1427.668044261322,1399.3316435156019,0.9801519681976342,9320
16610270000,10109,1,1,1_1,1335.48354092,1.4424572317262832,1926.3778914514776,1888.1430817985738,0.980151968197634,21583
16610270000,10109,1,1,1_1,1335.48354092,1.4424572317262832,1926.3778914514776,1888.1430817985738,0.980151968197634,10146
16610270000,10109,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,3000
16610270000,10109,1,1,1_1,1652.73376276,1.4424572317262832,2383.997768211353,2336.6801046911255,0.9801519681976344,6926
16610270000,10109,1,1,1_1,1652.73376276,1.4424572317262832,2383.997768211353,2336.6801046911255,0.9801519681976344,5257
16610294000,10108,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,47500
16610294000,10108,1,1,1_1,1144.23331926,1.4424572317262832,1650.507626148756,1617.7482982949077,0.980151968197634,25000
16610294000,10108,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,16200
16610296000,10111,1,1,1_1,842.533128517,1.4424572317262832,1215.3180041983167,1191.1963338010007,0.9801519681976342,7000
16610296000,10111,1,1,1_1,955.292624348,1.4424572317262832,1377.968754405552,1350.618786745444,0.980151968197634,35000
16610296000,10111,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,27950
16610296000,10111,1,1,1_1,1633.43597051,1.4424572317262832,2356.1615282239895,2309.3963592802893,0.9801519681976343,10490
16610296000,10111,1,1,1_1,955.292624348,1.4424572317262832,1377.968754405552,1350.618786745444,0.980151968197634,12000
16610342000,10102,1,1,1_1,718.759990994,1.4424572317262832,1036.7805468848135,1016.2024936181699,0.9801519681976346,2010
16610342000,10102,1,1,1_1,1178.8717492,1.4424572317262832,1700.4720799113531,1666.7210559902378,0.9801519681976344,147500
16610342000,10102,1,1,1_1,1178.8717492,1.4424572317262832,1700.4720799113531,1666.7210559902378,0.9801519681976344,20000
16610371000,10301,1,3,1_3,1127.95441038,1.0857142857142856,1224.6362169839997,1076.7191951607613,0.8792155419120917,12600
16610371000,10301,1,3,1_3,733.483542661,1.0857142857142856,796.3535606033714,700.1664273395169,0.8792155419120916,20000
16610371000,10301,1,3,1_3,1258.17746873,1.0857142857142856,1366.021251764,1201.0271151331194,0.879215541912092,10887
16610371000,10301,1,3,1_3,1622.57763521,1.0857142857142856,1761.6557182279998,1548.8750869643661,0.8792155419120917,10257
16710022000,10301,1,3,1_3,2057.02102225,1.0857142857142856,2233.3371098714283,1963.5846973279918,0.8792155419120914,500
16710022000,10301,1,3,1_3,1728.72371727,1.0857142857142856,1876.9000358931426,1650.1996821726138,0.8792155419120918,33427
16710022000,10301,1,3,1_3,2057.02102225,1.0857142857142856,2233.3371098714283,1963.5846973279918,0.8792155419120914,960
16710022000,10301,1,3,1_3,1127.95441038,1.0857142857142856,1224.6362169839997,1076.7191951607613,0.8792155419120917,7247
16710049029,10104,1,1,1_1,1142.19898797,1.4424572317262832,1647.5731902677683,1614.8721051906089,0.9801519681976345,8409
16710049029,10104,1,1,1_1,1377.7395005,1.4424572317262832,1987.3303059311822,1947.8857108172554,0.9801519681976345,3957
16710049029,10104,1,1,1_1,784.967476831,1.4424572317262832,1132.2820136248097,1109.8084442091379,0.9801519681976344,3929
16710049029,10104,1,1,1_1,1142.19898797,1.4424572317262832,1647.5731902677683,1614.8721051906089,0.9801519681976345,5960
16710049029,10104,1,1,1_1,1377.7395005,1.4424572317262832,1987.3303059311822,1947.8857108172554,0.9801519681976345,1000
16710049029,10104,1,1,1_1,1446.14204242,1.4424572317262832,2085.9980471921463,2044.5950916118043,0.9801519681976345,5257
16710049029,10104,1,1,1_1,1377.7395005,1.4424572317262832,1987.3303059311822,1947.8857108172554,0.9801519681976345,2008
16710051003,10109,1,1,1_1,1187.09648081,1.4424572317262832,1712.3359035012054,1678.3494060321812,0.9801519681976345,5129
16710051003,10109,1,1,1_1,1399.60838146,1.4424572317262832,2018.8752314216952,1978.8045316234288,0.9801519681976343,8800
16710051003,10109,1,1,1_1,1469.09667801,1.4424572317262832,2119.109127300583,2077.0489819492373,0.9801519681976341,8000
16710051003,10109,1,1,1_1,1160.32913064,1.4424572317262832,1673.725145674339,1640.5049957545752,0.9801519681976341,9480
16710051003,10109,1,1,1_1,1399.60838146,1.4424572317262832,2018.8752314216952,1978.8045316234288,0.9801519681976343,5737
16710051003,10109,1,1,1_1,535.925732217,1.4424572317262832,773.0499481046152,757.7064281498176,0.9801519681976343,2950
16710051003,10109,1,1,1_1,1160.32913064,1.4424572317262832,1673.725145674339,1640.5049957545752,0.9801519681976341,5257
16710060002,10109,1,1,1_1,689.047369994,1.4424572317262832,993.9213618498211,974.193979050775,0.9801519681976342,30145
16710060002,10109,1,1,1_1,689.047369994,1.4424572317262832,993.9213618498211,974.193979050775,0.9801519681976342,67983
16710060002,10109,1,1,1_1,689.047369994,1.4424572317262832,993.9213618498211,974.193979050775,0.9801519681976342,77626
16710060002,10109,1,1,1_1,1526.2669039,1.4424572317262832,2201.574733075039,2157.8778077576803,0.980151968197634,4409
16710061011,10104,1,1,1_1,2624.26571524,1.4424572317262832,3785.391058919285,3710.258496797464,0.9801519681976342,4889
16710061011,10104,1,1,1_1,2175.61711995,1.4424572317262832,3138.234648139386,3075.9468670398287,0.9801519681976341,7000
16710061011,10104,1,1,1_1,2754.55627127,1.4424572317262832,3973.3296136903964,3894.4668411565876,0.9801519681976342,500
16710061011,10104,1,1,1_1,2175.61711995,1.4424572317262832,3138.234648139386,3075.9468670398287,0.9801519681976341,3929
16710146000,10108,1,1,1_1,898.748128134,1.4424572317262832,1296.4057369273485,1270.6746346320447,0.980151968197634,2010
16710190000,10104,1,1,1_1,1372.74217051,1.4424572317262832,1980.121871147784,1940.8203492766827,0.9801519681976342,9999999
16710190000,10104,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,47000
16710196000,10111,1,1,1_1,1334.93887248,1.4424572317262832,1925.5922305213066,1887.3730146915314,0.9801519681976343,24000
16710196000,10111,1,1,1_1,1044.96494442,1.4424572317262832,1507.3172409790825,1477.3999604438754,0.9801519681976343,34935
16710196000,10111,1,1,1_1,923.764077947,1.4424572317262832,1332.4901746436121,1306.0428672809458,0.9801519681976342,16000
16710196000,10111,1,1,1_1,923.764077947,1.4424572317262832,1332.4901746436121,1306.0428672809458,0.9801519681976342,1990
16710204000,10102,1,1,1_1,1694.02225297,1.4424572317262832,2443.5546495018275,2395.054899107696,0.9801519681976341,88437
16710204000,10102,1,1,1_1,1039.72173306,1.4424572317262832,1499.754132835381,1469.9869651111349,0.9801519681976343,40000
16710204000,10102,1,1,1_1,1605.38958619,1.4424572317262832,2315.705818337831,2269.743615610538,0.9801519681976343,35000
16710204000,10102,1,1,1_1,2229.05906522,1.4424572317262832,3215.3223685716175,3151.5045479453497,0.9801519681976342,10000
16710204000,10102,1,1,1_1,1748.40477944,1.4424572317262832,2521.999118088025,2471.9423993866744,0.9801519681976337,30000
16710204000,10102,1,1,1_1,2229.05906522,1.4424572317262832,3215.3223685716175,3151.5045479453497,0.9801519681976342,38000
16810060000,10101,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,11980
16810060000,10101,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,13610
16810060000,10101,1,1,1_1,895.684238075,1.4424572317262832,1291.9862065545296,1266.3428232386175,0.9801519681976343,13190
16810060000,10101,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,20890
